$11GGA,173957.00,4434.0391690,N,12316.4471265,W,4,05,2.0,53.103,M,,,0.19,0244*15
$22GGA,173958.00,4434.0395424,N,12316.4461625,W,2,05,2.0,51.733,M,,,51.60,0244*29
$33GGA,173959.00,4434.0396995,N,12316.4469616,W,4,11,0.9,51.111,M,,,0.70,0244*1F
$11GGA,173958.00,4434.0391658,N,12316.4471289,W,4,05,2.0,53.099,M,,,0.53,0244*10
$22GGA,173959.00,4434.0395423,N,12316.4461618,W,2,05,2.0,51.723,M,,,52.60,0244*23
$33GGA,174000.00,4434.0396999,N,12316.4469579,W,4,11,0.9,51.105,M,,,0.68,0244*17
$11GGA,173959.00,4434.0391686,N,12316.4471261,W,4,05,2.0,53.114,M,,,0.24,0244*10
$22GGA,174000.00,4434.0395417,N,12316.4461611,W,2,05,2.0,51.732,M,,,53.60,0244*2E
$33GGA,174001.00,4434.0397014,N,12316.4469609,W,4,11,0.9,51.118,M,,,0.69,0244*12
$11GGA,174000.00,4434.0391686,N,12316.4471275,W,4,05,2.0,53.107,M,,,0.52,0244*14
$22GGA,174001.00,4434.0395399,N,12316.4461607,W,2,05,2.0,51.742,M,,,54.60,0244*29
$33GGA,174002.00,4434.0397017,N,12316.4469575,W,4,11,0.9,51.103,M,,,0.72,0244*1A
$11GGA,174001.00,4434.0391688,N,12316.4471275,W,4,05,2.0,53.102,M,,,0.23,0244*18
$22GGA,174002.00,4434.0395387,N,12316.4461622,W,2,05,2.0,51.748,M,,,55.60,0244*29
$33GGA,174003.00,4434.0397008,N,12316.4469587,W,4,11,0.9,51.094,M,,,0.67,0244*13
$11GGA,174002.00,4434.0391682,N,12316.4471275,W,4,05,2.0,53.104,M,,,0.62,0244*12
$22GGA,174003.00,4434.0395390,N,12316.4461618,W,2,05,2.0,51.748,M,,,56.60,0244*24
$33GGA,174004.00,4434.0397012,N,12316.4469571,W,4,11,0.9,51.091,M,,,0.72,0244*17
$11GGA,174003.00,4434.0391692,N,12316.4471284,W,4,05,2.0,53.114,M,,,0.21,0244*1A
$22GGA,174004.00,4434.0395397,N,12316.4461626,W,2,05,2.0,51.758,M,,,57.60,0244*29
$33GGA,174005.00,4434.0396975,N,12316.4469547,W,4,11,0.9,51.095,M,,,0.72,0244*1E
$11GGA,174004.00,4434.0391718,N,12316.4471264,W,4,05,2.0,53.116,M,,,0.61,0244*16
$22GGA,174005.00,4434.0386488,N,12316.4473337,W,1,13,0.8,54.665,M,,,,*09
$33GGA,174006.00,4434.0396971,N,12316.4469561,W,4,11,0.9,51.110,M,,,0.72,0244*11
$11GGA,174005.00,4434.0391663,N,12316.4471266,W,4,05,2.0,53.101,M,,,0.26,0244*1D
$22GGA,174006.00,4434.0386602,N,12316.4473185,W,1,13,0.8,54.683,M,,,,*09
$33GGA,174007.00,4434.0396980,N,12316.4469574,W,4,11,0.9,51.108,M,,,0.72,0244*13
$11GGA,174006.00,4434.0391677,N,12316.4471270,W,4,05,2.0,53.118,M,,,0.60,0244*16
$22GGA,174007.00,4434.0393392,N,12316.4483029,W,1,13,0.8,53.065,M,,,,*01
$33GGA,174008.00,4434.0396990,N,12316.4469576,W,4,11,0.9,51.101,M,,,0.65,0244*10
$11GGA,174007.00,4434.0391705,N,12316.4471253,W,4,05,2.0,53.119,M,,,0.32,0244*14
$22GGA,174008.00,4434.0386341,N,12316.4472798,W,1,13,0.8,54.800,M,,,,*0B
$33GGA,174009.00,4434.0396980,N,12316.4469575,W,4,11,0.9,51.100,M,,,0.72,0244*14
$11GGA,174008.00,4434.0391706,N,12316.4471270,W,4,05,2.0,53.115,M,,,0.56,0244*17
$22GGA,174009.00,4434.0386274,N,12316.4472898,W,1,13,0.8,54.849,M,,,,*0F
$33GGA,174010.00,4434.0396998,N,12316.4469551,W,4,11,0.9,51.109,M,,,0.66,0244*1F
$11GGA,174009.00,4434.0391723,N,12316.4471240,W,4,05,2.0,53.117,M,,,0.35,0244*15
$22GGA,174010.00,4434.0386345,N,12316.4472909,W,1,13,0.8,54.875,M,,,,*02
$33GGA,174011.00,4434.0397032,N,12316.4469587,W,4,11,0.9,51.111,M,,,0.66,0244*14
$11GGA,174010.00,4434.0391735,N,12316.4471235,W,4,05,2.0,53.124,M,,,0.10,0244*1F
$22GGA,174011.00,4434.0385674,N,12316.4473498,W,1,13,0.8,55.497,M,,,,*02
$33GGA,174012.00,4434.0397031,N,12316.4469574,W,4,11,0.9,51.114,M,,,0.70,0244*1A
$11GGA,174011.00,4434.0391731,N,12316.4471265,W,4,05,2.0,53.124,M,,,0.18,0244*17
$22GGA,174012.00,4434.0385682,N,12316.4473562,W,1,13,0.8,55.481,M,,,,*0B
$33GGA,174013.00,4434.0397046,N,12316.4469555,W,4,11,0.9,51.109,M,,,0.67,0244*12
$11GGA,174012.00,4434.0391713,N,12316.4471246,W,4,05,2.0,53.120,M,,,0.58,0244*15
$22GGA,174013.00,4434.0386007,N,12316.4473304,W,1,13,0.8,55.230,M,,,,*08
$33GGA,174014.00,4434.0397014,N,12316.4469572,W,4,11,0.9,51.104,M,,,0.70,0244*1C
$11GGA,174013.00,4434.0391710,N,12316.4471221,W,4,05,2.0,53.126,M,,,0.23,0244*1C
$22GGA,174014.00,4434.0386028,N,12316.4473280,W,1,13,0.8,55.233,M,,,,*0C
$33GGA,174015.00,4434.0397027,N,12316.4469570,W,4,11,0.9,51.122,M,,,0$11GGA,174416.00,4434.0391636,N,12316.4471066,W,4,04,1.9,53.198,M,,,0.45,0244*17
$22GGA,174417.00,4434.0397426,N,12316.4479364,W,1,11,1.0,51.346,M,,,,*0C
$33GGA,174418.00,4434.0396794,N,12316.4469226,W,4,10,1.1,51.140,M,,,0.68,0244*1D
$11GGA,174417.00,4434.0395412,N,12316.4489105,W,1,12,0.8,53.830,M,,,,*01
$22GGA,174418.00,4434.0397358,N,12316.4479356,W,1,11,1.0,51.358,M,,,,*03
$33GGA,174419.00,4434.0396806,N,12316.4469210,W,4,10,1.1,51.130,M,,,0.70,0244*13
$11GGA,174418.00,4434.0398311,N,12316.4486079,W,1,12,0.8,52.334,M,,,,*0C
$22GGA,174419.00,4434.0397796,N,12316.4479438,W,1,11,1.0,51.164,M,,,,*06
$11GGA,174419.00,4434.0397173,N,12316.4487080,W,1,12,0.8,52.882,M,,,,*05
$22GGA,174420.00,4434.0397508,N,12316.4479425,W,1,11,1.0,51.283,M,,,,*0F
$33GGA,174420.00,4434.0396803,N,12316.4469238,W,4,10,1.1,51.129,M,,,0.70,0244*1E
$11GGA,174420.00,4434.0397075,N,12316.4487207,W,1,12,0.8,52.932,M,,,,*0F
$22GGA,174421.00,4434.0397614,N,12316.4479402,W,1,11,1.0,51.245,M,,,,*0F
$33GGA,174421.00,4434.0396830,N,12316.4469239,W,4,10,1.1,51.116,M,,,0.68,0244*1B
$11GGA,174421.00,4434.0395150,N,12316.4489285,W,1,12,0.8,53.940,M,,,,*0A
$22GGA,174422.00,4434.0397562,N,12316.4479443,W,1,11,1.0,51.264,M,,,,*08
$33GGA,174422.00,4434.0396821,N,12316.4469240,W,4,10,1.1,51.118,M,,,0.72,0244*13
$11GGA,174422.00,4434.0390756,N,12316.4493808,W,1,12,0.8,56.202,M,,,,*00
$22GGA,174423.00,4434.0399142,N,12316.4479817,W,1,11,1.0,50.613,M,,,,*09
$33GGA,174423.00,4434.0396801,N,12316.4469236,W,4,10,1.1,51.130,M,,,0.67,0244*1F
$11GGA,174423.00,4434.0395118,N,12316.4489305,W,1,12,0.8,53.950,M,,,,*0C
$22GGA,174424.00,4434.0397884,N,12316.4479548,W,1,11,1.0,51.124,M,,,,*06
$33GGA,174424.00,4434.0396812,N,12316.4469241,W,4,10,1.1,51.122,M,,,0.72,0244*1D
$11GGA,174424.00,4434.0395029,N,12316.4489384,W,1,12,0.8,53.971,M,,,,*02
$22GGA,174425.00,4434.0397980,N,12316.4479566,W,1,11,1.0,51.074,M,,,,*0A
$33GGA,174425.00,4434.0396820,N,12316.4469254,W,4,10,1.1,51.127,M,,,0.70,0244*1E
$11GGA,174425.00,4434.0391136,N,12316.4493368,W,1,12,0.8,55.963,M,,,,*04
$22GGA,174426.00,4434.0392185,N,12316.4478193,W,1,11,1.0,53.456,M,,,,*08
$33GGA,174426.00,4434.0396809,N,12316.4469250,W,4,10,1.1,51.128,M,,,0.70,0244*1D
$11GGA,174426.00,4434.0396996,N,12316.4502120,W,1,12,0.8,54.200,M,,,,*0A
$22GGA,174427.00,4434.0398102,N,12316.4479589,W,1,11,1.0,51.038,M,,,,*0C
$33GGA,174427.00,4434.0396797,N,12316.4469255,W,4,10,1.1,51.127,M,,,0.72,0244*1C
$11GGA,174427.00,4434.0390444,N,12316.4493762,W,1,12,0.8,56.279,M,,,,*0A
$22GGA,174428.00,4434.0398222,N,12316.4479636,W,1,11,1.0,50.999,M,,,,*06
$33GGA,174428.00,4434.0396806,N,12316.4469245,W,4,10,1.1,51.121,M,,,0.55,0244*16
$11GGA,174428.00,4434.0390376,N,12316.4493735,W,1,12,0.8,56.315,M,,,,*0A
$22GGA,174429.00,4434.0398740,N,12316.4479773,W,1,11,1.0,50.771,M,,,,*0E
$33GGA,174429.00,4434.0396802,N,12316.4469243,W,4,10,1.1,51.130,M,,,0.72,0244*10
$11GGA,174429.00,4434.0392277,N,12316.4495873,W,1,12,0.8,55.689,M,,,,*01
$22GGA,174430.00,4434.0398367,N,12316.4479682,W,1,11,1.0,50.914,M,,,,*05
$33GGA,174430.00,4434.0396811,N,12316.4469238,W,4,10,1.1,51.132,M,,,0.70,0244*16
$11GGA,174430.00,4434.0392495,N,12316.4473735,W,2,08,1.0,54.087,M,,,0.38,0375*1A
$22GGA,174431.00,4434.0390977,N,12316.4490942,W,1,12,0.8,56.237,M,,,,*05
$33GGA,174431.00,4434.0396805,N,12316.4469236,W,4,10,1.1,51.125,M,,,0.68,0244*13
$11GGA,174431.00,4434.0392467,N,12316.4473731,W,2,08,1.0,54.089,M,,,0.47,0375*14
$22GGA,174432.00,4434.0390735,N,12316.4491000,W,1,12,0.8,56.368,M,,,,*0B
$33GGA,174432.00,4434.0396803,N,12316.4469258,W,4,10,1.1,51.132,M,,,0.72,0244*13
$11GGA,174432.00,4434.0392468,N,12316.4473725,W,2,08,1.0,54.094,M,,,1.47,0375*10
$22GGA,174433.00,4434.0389436,N,12316.4489847,W,1,12,0.8,56.741,M,,,,*0F
$33GGA,174433.00,4434.0396796,N,12316.4469240,W,4,10,1.1,51.138,M,,,0.69,0244*18
$11GGA,174433.00,4434.0392456,N,12316.4473739,W,2,08,1.0,54.096,M,,,0.36,0375*14
$22GGA,174434.00,4434.0388624,N,12316.4489356,W,1,12,0.8,57.019,M,,,,*08
$33GGA,174434.00,4434.0396793,N,12316.4469237,W,4,10,1.1,51.130,M,,,0.70,0244*1A
$11GGA,174434.00,4434.0392462,N,12316.4473732,W,2,08,1.0,54.101,M,,,0.05,0375*10
$22GGA,174435.00,4434.0394905,N,12316.4478927,W,1,11,1.0,52.355,M,,,,*0E
$33GGA,174435.00,4434.0396789,N,12316.4469249,W,4,10,1.1,51.135,M,,,0.70,0244*1C
$11GGA,174435.00,4434.0392436,N,12316.4473742,W,2,08,1.0,54.118,M,,,0.40,0375*1E
$22GGA,174436.00,4434.0398540,N,12316.4479743,W,1,11,1.0,50.890,M,,,,*01
$33GGA,174436.00,4434.0396817,N,12316.4469240,W,4,10,1.1,51.132,M,,,0.70,0244*19
$11GGA,174436.00,4434.0392441,N,12316.4473657,W,2,08,1.0,54.095,M,,,0.47,0375*1B
$22GGA,174437.00,4434.0398277,N,12316.4479710,W,1,11,1.0,50.999,M,,,,*0D
