0
	184006.00	103692.474861	2279694.09317	4	50.017
	184007.00	103692.470504	2279694.09593	4	50.021
	184008.00	103692.466841	2279694.10548	4	50.017
	184009.00	103692.460127	2279694.1067	4	50.025
	184010.00	103692.463946	2279694.10882	4	50.028
	184011.00	103692.459098	2279694.10972	4	50.029
	184012.00	103692.456843	2279694.116	4	50.043
	184013.00	103692.456829	2279694.12182	4	50.034
	184014.00	103692.445797	2279694.13549	4	50.043
	184015.00	103692.445463	2279694.13442	4	50.046
	184016.00	103692.451546	2279694.12456	4	50.042
	184017.00	103692.458164	2279694.12611	4	50.040
	184018.00	103692.455369	2279694.12654	4	50.048
	184019.00	103692.454134	2279694.11935	4	50.035
	184020.00	103692.46705	2279694.09939	4	50.025
	184021.00	103692.460309	2279694.10141	4	50.047
	184022.00	103692.449126	2279694.12487	4	50.047
	184023.00	103692.452703	2279694.11784	4	50.043
	184024.00	103692.451761	2279694.11291	4	50.043
	184025.00	103692.453025	2279694.11388	4	50.044
	184026.00	103692.454584	2279694.10625	4	50.044
	184027.00	103692.449473	2279694.10938	4	50.050
	184028.00	103692.440142	2279694.12748	4	50.064
	184029.00	103692.443855	2279694.11648	4	50.049
	184030.00	103692.431741	2279694.12931	4	50.070
	184031.00	103692.435968	2279694.11952	4	50.065
	184032.00	103692.430967	2279694.13564	4	50.086
	184033.00	103692.433474	2279694.12738	4	50.073
	184034.00	103692.432405	2279694.12615	4	50.066
	184035.00	103692.430455	2279694.14516	4	50.078
	184036.00	103692.436297	2279694.12072	4	50.065
	184037.00	103692.439163	2279694.1236	4	50.043
	184038.00	103692.438117	2279694.12171	4	50.054
	184039.00	103692.439051	2279694.12148	4	50.061
	184040.00	103692.442094	2279694.1192	4	50.066
	184041.00	103692.434108	2279694.11972	4	50.053
	184042.00	103692.435123	2279694.12254	4	50.070
	184043.00	103692.43577	2279694.11991	4	50.069
	184044.00	103692.431366	2279694.12943	4	50.071
	184045.00	103692.443473	2279694.11143	4	50.056
	184046.00	103692.436079	2279694.12707	4	50.065
	184047.00	103692.43533	2279694.12731	4	50.078
	184048.00	103692.443518	2279694.1317	4	50.056
	184049.00	103692.441203	2279694.12897	4	50.051
	184050.00	103692.44322	2279694.12957	4	50.061
	184051.00	103692.450628	2279694.11353	4	50.053
	184052.00	103692.441691	2279694.12554	4	50.059
	184053.00	103692.436911	2279694.12445	4	50.073
	184054.00	103692.438675	2279694.12703	4	50.064
	184055.00	103692.440749	2279694.12061	4	50.068
	184056.00	103692.45273	2279694.10089	4	50.046
	184057.00	103692.453268	2279694.096	4	50.047
	184058.00	103692.441445	2279694.11653	4	50.053
	184059.00	103692.448262	2279694.11226	4	50.040
	184100.00	103692.450958	2279694.1093	4	50.035
	184101.00	103692.45579	2279694.10351	4	50.035
	184102.00	103692.454141	2279694.10835	4	50.036
	184103.00	103692.453475	2279694.11694	4	50.039
	184104.00	103692.461594	2279694.09099	4	50.035
	184105.00	103692.460212	2279694.09346	4	50.033
	184106.00	103692.458869	2279694.10017	4	50.045
	184107.00	103692.466951	2279694.09687	4	50.037
	184108.00	103692.467659	2279694.09782	4	50.033
	184109.00	103692.463091	2279694.09594	4	50.031
	184110.00	103692.470722	2279694.08958	4	50.025
	184111.00	103692.476221	2279694.08593	4	50.042
	184112.00	103692.46328	2279694.10125	4	50.057
	184113.00	103692.468676	2279694.09521	4	50.059
	184114.00	103692.453633	2279694.11774	4	50.072
	184115.00	103692.456385	2279694.10777	4	50.081
	184116.00	103692.448486	2279694.12194	4	50.079
	184117.00	103692.462015	2279694.10571	4	50.067
	184118.00	103692.461353	2279694.098	4	50.064
	184119.00	103692.459977	2279694.11107	4	50.075
	184120.00	103692.462192	2279694.10055	4	50.071
	184121.00	103692.457338	2279694.10701	4	50.081
	184122.00	103692.465236	2279694.09284	4	50.074
	184123.00	103692.460429	2279694.1087	4	50.084
	184124.00	103692.45782	2279694.10914	4	50.083
	184125.00	103692.453209	2279694.11932	4	50.079
	184126.00	103692.463451	2279694.10165	4	50.083
	184127.00	103692.460986	2279694.10329	4	50.082
	184128.00	103692.458168	2279694.10982	4	50.083
	184129.00	103692.456382	2279694.11863	4	50.081
	184130.00	103692.463683	2279694.0949	4	50.083
	184131.00	103692.467873	2279694.0916	4	50.082
	184132.00	103692.462648	2279694.09805	4	50.069
	184133.00	103692.463773	2279694.09769	4	50.087
	184134.00	103692.452741	2279694.11135	4	50.089
	184135.00	103692.450921	2279694.11579	4	50.091
	184136.00	103692.453372	2279694.11455	4	50.092
	184137.00	103692.449754	2279694.12277	4	50.096
	184138.00	103692.456962	2279694.11256	4	50.096
	184139.00	103692.464556	2279694.10725	4	50.093
	184140.00	103692.46823	2279694.10817	4	50.090
	184141.00	103692.467426	2279694.11	4	50.087
	184142.00	103692.466282	2279694.12175	4	50.086
	184143.00	103692.470368	2279694.11606	4	50.096
	184144.00	103692.476116	2279694.11056	4	50.089
	184145.00	103692.464316	2279694.13043	4	50.091
	184146.00	103692.468796	2279694.12409	4	50.103
	184147.00	103692.478486	2279694.11171	4	50.094
	184148.00	103692.469794	2279694.13817	4	50.100
	184149.00	103692.461621	2279694.14954	4	50.102
	184150.00	103692.461093	2279694.14873	4	50.094
	184151.00	103692.457661	2279694.15153	4	50.102
	184152.00	103692.464569	2279694.15004	4	50.108
	184153.00	103692.458406	2279694.15142	4	50.111
	184154.00	103692.471154	2279694.13636	4	50.116
	184155.00	103692.474468	2279694.13157	4	50.100
	184156.00	103692.475674	2279694.12883	4	50.098
	184157.00	103692.480199	2279694.12117	4	50.092
	184158.00	103692.48384	2279694.11229	4	50.082
	184159.00	103692.469794	2279694.13817	4	50.101
	184200.00	103692.479262	2279694.1161	4	50.077
	184201.00	103692.483198	2279694.11478	4	50.082
	184202.00	103692.479618	2279694.11651	4	50.077
1
	184011.00	103692.954861	2279694.29644	4	50.048
	184012.00	103692.962662	2279694.29591	4	50.056
	184013.00	103692.948851	2279694.30418	4	50.048
	184014.00	103692.9495	2279694.30685	4	50.051
	184015.00	103692.952476	2279694.30656	4	50.049
	184016.00	103692.958994	2279694.30559	4	50.052
	184017.00	103692.956542	2279694.31226	4	50.045
	184018.00	103692.94868	2279694.31994	4	50.056
	184019.00	103692.935283	2279694.33233	4	50.048
	184020.00	103692.948532	2279694.31887	4	50.040
	184021.00	103692.952588	2279694.30868	4	50.054
	184022.00	103692.945101	2279694.31624	4	50.039
	184023.00	103692.951846	2279694.31409	4	50.030
	184024.00	103692.943918	2279694.31832	4	50.034
	184025.00	103692.949859	2279694.31799	4	50.026
	184026.00	103692.943475	2279694.32042	4	50.021
	184027.00	103692.951818	2279694.32031	4	50.025
	184028.00	103692.951011	2279694.31684	4	50.021
	184029.00	103692.943771	2279694.32798	4	50.023
	184030.00	103692.943623	2279694.32692	4	50.032
	184031.00	103692.942865	2279694.32199	4	50.038
	184032.00	103692.940038	2279694.32878	4	50.047
	184033.00	103692.937714	2279694.32632	4	50.038
	184034.00	103692.937163	2279694.32617	4	50.033
	184035.00	103692.937197	2279694.33597	4	50.041
	184036.00	103692.940431	2279694.32813	4	50.046
	184037.00	103692.939292	2279694.33432	4	50.031
	184038.00	103692.929279	2279694.33451	4	50.038
	184039.00	103692.92573	2279694.33531	4	50.041
	184040.00	103692.930967	2279694.3339	4	50.044
	184041.00	103692.925342	2279694.33583	4	50.024
	184042.00	103692.924371	2279694.33712	4	50.041
	184043.00	103692.928123	2279694.33579	4	50.042
	184044.00	103692.92136	2279694.33847	4	50.043
	184045.00	103692.927058	2279694.33443	4	50.039
	184046.00	103692.925513	2279694.33623	4	50.045
	184047.00	103692.92771	2279694.32624	4	50.050
	184048.00	103692.937275	2279694.32829	4	50.046
	184049.00	103692.932434	2279694.33435	4	50.045
	184050.00	103692.93346	2279694.33147	4	50.054
	184051.00	103692.938206	2279694.32276	4	50.044
	184052.00	103692.942083	2279694.32859	4	50.050
	184053.00	103692.931492	2279694.32942	4	50.050
	184054.00	103692.932648	2279694.32813	4	50.040
	184055.00	103692.937691	2279694.32698	4	50.063
	184056.00	103692.938674	2279694.33072	4	50.052
	184057.00	103692.937381	2279694.31982	4	50.053
	184058.00	103692.931354	2279694.32266	4	50.037
	184059.00	103692.927908	2279694.32585	4	50.038
	184100.00	103692.928726	2279694.32363	4	50.032
	184101.00	103692.932441	2279694.32336	4	50.032
	184102.00	103692.928157	2279694.324	4	50.023
	184103.00	103692.926604	2279694.32607	4	50.027
	184104.00	103692.924103	2279694.32333	4	50.018
	184105.00	103692.919278	2279694.32357	4	50.020
	184106.00	103692.921585	2279694.32113	4	50.030
	184107.00	103692.923107	2279694.31999	4	50.020
