0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
1:$22GGA,,,,,,0,,,,,,,,*71
2:$33GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
1:$22GGA,,,,,,0,,,,,,,,*71
2:$33GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
1:$22GGA,,,,,,0,,,,,,,,*71
2:$33GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
1:$22GGA,,,,,,0,,,,,,,,*71
2:$33GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
1:$22GGA,,,,,,0,,,,,,,,*71
0:$11GGA,,,,,,0,,,,,,,,*71
0:$11GGA,013604.00,4434.0330019,N,12316.4496694,W,4,11,1.0,50.320,M,,,0.85,0244*17
1:$22GGA,013611.00,4434.0332822,N,12316.4496085,W,4,11,1.0,50.317,M,,,0.83,0244*15
2:$33GGA,013619.00,4434.0335382,N,12316.4495460,W,4,11,1.0,50.321,M,,,0.84,0244*15
0:$11GGA,013605.00,4434.0330012,N,12316.4496689,W,4,11,1.0,50.300,M,,,0.86,0244*10
1:$22GGA,013612.00,4434.0332814,N,12316.4496082,W,4,11,1.0,50.310,M,,,0.85,0244*15
2:$33GGA,013620.00,4434.0335385,N,12316.4495460,W,4,11,1.0,50.311,M,,,0.86,0244*19
0:$11GGA,013606.00,4434.0330039,N,12316.4496708,W,4,11,1.0,50.306,M,,,0.83,0244*11
1:$22GGA,013613.00,4434.0332794,N,12316.4496078,W,4,11,1.0,50.322,M,,,0.85,0244*17
2:$33GGA,013621.00,4434.0335404,N,12316.4495473,W,4,11,1.0,50.313,M,,,0.87,0244*17
0:$11GGA,013607.00,4434.0330040,N,12316.4496710,W,4,11,1.0,50.306,M,,,0.83,0244*17
1:$22GGA,013614.00,4434.0332781,N,12316.4496078,W,4,11,1.0,50.330,M,,,0.85,0244*17
2:$33GGA,013622.00,4434.0335390,N,12316.4495450,W,4,11,1.0,50.313,M,,,0.84,0244*1C
0:$11GGA,013608.00,4434.0330035,N,12316.4496704,W,4,11,1.0,50.312,M,,,0.82,0244*1B
1:$22GGA,013615.00,4434.0332802,N,12316.4496061,W,4,11,1.0,50.319,M,,,0.86,0244*12
2:$33GGA,013623.00,4434.0335404,N,12316.4495459,W,4,11,1.0,50.310,M,,,0.86,0244*1F
0:$11GGA,013609.00,4434.0330048,N,12316.4496713,W,4,11,1.0,50.314,M,,,0.86,0244*14
1:$22GGA,013616.00,4434.0332801,N,12316.4496041,W,4,11,1.0,50.328,M,,,0.87,0244*13
2:$33GGA,013624.00,4434.0335391,N,12316.4495465,W,4,11,1.0,50.301,M,,,0.88,0244*12
0:$11GGA,013610.00,4434.0330081,N,12316.4496744,W,4,11,1.0,50.319,M,,,0.86,0244*16
1:$22GGA,013617.00,4434.0332803,N,12316.4496057,W,4,11,1.0,50.322,M,,,0.86,0244*1C
2:$33GGA,013625.00,4434.0335376,N,12316.4495458,W,4,11,1.0,50.308,M,,,0.87,0244*12
0:$11GGA,013611.00,4434.0330083,N,12316.4496719,W,4,11,1.0,50.315,M,,,0.85,0244*12
1:$22GGA,013618.00,4434.0332777,N,12316.4496055,W,4,11,1.0,50.320,M,,,0.84,0244*1D
2:$33GGA,013626.00,4434.0335363,N,12316.4495489,W,4,11,1.0,50.304,M,,,0.85,0244*17
0:$11GGA,013612.00,4434.0330087,N,12316.4496732,W,4,11,1.0,50.313,M,,,0.86,0244*19
1:$22GGA,013619.00,4434.0332789,N,12316.4496067,W,4,11,1.0,50.318,M,,,0.87,0244*14
2:$33GGA,013627.00,4434.0335378,N,12316.4495467,W,4,11,1.0,50.306,M,,,0.84,0244*1F
0:$11GGA,013613.00,4434.0330049,N,12316.4496710,W,4,11,1.0,50.317,M,,,0.85,0244*1D
1:$22GGA,013620.00,4434.0332784,N,12316.4496060,W,4,11,1.0,50.310,M,,,0.87,0244*1C
2:$33GGA,013628.00,4434.0335378,N,12316.4495455,W,4,11,1.0,50.314,M,,,0.86,0244*10
0:$11GGA,014016.00,4434.0330156,N,12316.4496691,W,4,11,1.0,50.353,M,,,0.79,0244*1D
1:$22GGA,014027.00,4434.0332744,N,12316.4496125,W,4,10,1.1,50.300,M,,,0.86,0244*16
2:$33GGA,014040.00,4434.0335493,N,12316.4495392,W,4,11,1.0,50.342,M,,,0.82,0244*16
0:$11GGA,014017.00,4434.0330157,N,12316.4496685,W,4,11,1.0,50.349,M,,,0.85,0244*10
1:$22GGA,014028.00,4434.0332739,N,12316.4496124,W,4,10,1.1,50.296,M,,,0.84,0244*1E
2:$33GGA,014041.00,4434.0335483,N,12316.4495389,W,4,11,1.0,50.341,M,,,0.84,0244*19
0:$11GGA,014018.00,4434.0330179,N,12316.4496723,W,4,11,1.0,50.336,M,,,0.82,0244*11
1:$22GGA,014029.00,4434.0332758,N,12316.4496145,W,4,10,1.1,50.283,M,,,0.87,0244*18
2:$33GGA,014042.00,4434.0335500,N,12316.4495382,W,4,11,1.0,50.336,M,,,0.84,0244*1B
0:$11GGA,014019.00,4434.0330183,N,12316.4496743,W,4,11,1.0,50.344,M,,,0.86,0244*12
1:$22GGA,014030.00,4434.0332771,N,12316.4496114,W,4,10,1.1,50.286,M,,,0.86,0244*1B
2:$33GGA,014043.00,4434.0335509,N,12316.4495376,W,4,11,1.0,50.343,M,,,0.84,0244*1A
0:$11GGA,014020.00,4434.0330173,N,12316.4496734,W,4,11,1.0,50.342,M,,,0.82,0244*15
1:$22GGA,014031.00,4434.0332776,N,12316.4496131,W,4,10,1.1,50.303,M,,,0.84,0244*14
2:$33GGA,014044.00,4434.0335478,N,12316.4495355,W,4,11,1.0,50.345,M,,,0.78,0244*1E
0:$11GGA,014021.00,4434.0330169,N,12316.4496728,W,4,11,1.0,50.350,M,,,0.86,0244*15
1:$22GGA,014032.00,4434.0332764,N,12316.4496098,W,4,10,1.1,50.305,M,,,0.87,0244*13
2:$33GGA,014045.00,4434.0335476,N,12316.4495381,W,4,11,1.0,50.342,M,,,0.86,0244*1E
0:$11GGA,014022.00,4434.0330153,N,12316.4496718,W,4,11,1.0,50.373,M,,,0.84,0244*1F
1:$22GGA,014033.00,4434.0332763,N,12316.4496092,W,4,10,1.1,50.293,M,,,0.87,0244*11
2:$33GGA,014046.00,4434.0335466,N,12316.4495375,W,4,11,1.0,50.351,M,,,0.85,0244*16
0:$11GGA,014023.00,4434.0330149,N,12316.4496722,W,4,11,1.0,50.373,M,,,0.81,0244*19
1:$22GGA,014034.00,4434.0332753,N,12316.4496057,W,4,10,1.1,50.311,M,,,0.86,0244*16
2:$33GGA,014047.00,4434.0335437,N,12316.4495387,W,4,11,1.0,50.357,M,,,0.87,0244*1A
0:$11GGA,014024.00,4434.0330171,N,12316.4496715,W,4,11,1.0,50.373,M,,,0.83,0244*13
1:$22GGA,014035.00,4434.0332739,N,12316.4496068,W,4,10,1.1,50.317,M,,,0.85,0244*12
2:$33GGA,014048.00,4434.0335430,N,12316.4495402,W,4,11,1.0,50.348,M,,,0.87,0244*16
0:$11GGA,014025.00,4434.0330166,N,12316.4496690,W,4,11,1.0,50.367,M,,,0.86,0244*18
1:$22GGA,014036.00,4434.0332756,N,12316.4496073,W,4,10,1.1,50.311,M,,,0.88,0244*19
2:$33GGA,014049.00,4434.0335419,N,12316.4495388,W,4,11,1.0,50.350,M,,,0.85,0244*12
0:$11GGA,014026.00,4434.0330172,N,12316.4496691,W,4,11,1.0,50.370,M,,,0.86,0244*19
1:$22GGA,014037.00,4434.0332785,N,12316.4496085,W,4,10,1.1,50.320,M,,,0.87,0244*12
2:$33GGA,014050.00,4434.0335451,N,12316.4495400,W,4,11,1.0,50.355,M,,,0.83,0244*12
0:$11GGA,014027.00,4434.0330141,N,12316.4496680,W,4,11,1.0,50.366,M,,,0.86,0244*1F
1:$22GGA,014038.00,4434.0332780,N,12316.4496072,W,4,10,1.1,50.331,M,,,0.86,0244*11
2:$33GGA,014051.00,4434.0335455,N,12316.4495383,W,4,11,1.0,50.341,M,,,0.84,0244*19
0:$11GGA,014028.00,4434.0330144,N,12316.4496680,W,4,11,1.0,50.359,M,,,0.87,0244*18
1:$22GGA,014039.00,4434.0332780,N,12316.4496074,W,4,10,1.1,50.331,M,,,0.84,0244*14
2:$33GGA,014052.00,4434.0335159,N,12316.4494813,W,2,13,1.0,50.832,M,,,0.85,0244*1A
0:$11GGA,014029.00,4434.0330158,N,12316.4496686,W,4,11,1.0,50.350,M,,,0.87,0244*1B
1:$22GGA,014040.00,4434.0332775,N,12316.4496076,W,4,10,1.1,50.324,M,,,0.84,0244*16
2:$33GGA,014053.00,4434.0334874,N,12316.4494288,W,2,13,1.0,51.264,M,,,0.85,0244*1C
0:$11GGA,014030.00,4434.0330180,N,12316.4496668,W,4,11,1.0,50.350,M,,,0.86,0244*17
1:$22GGA,014041.00,4434.0332769,N,12316.4496072,W,4,10,1.1,50.327,M,,,0.84,0244*1D
2:$33GGA,014054.00,4434.0334658,N,12316.4493860,W,2,13,1.0,51.615,M,,,0.84,0244*13
0:$11GGA,014031.00,4434.0330164,N,12316.4496666,W,4,11,1.0,50.360,M,,,0.86,0244*11
1:$22GGA,014042.00,4434.0332782,N,12316.4496067,W,4,10,1.1,50.335,M,,,0.86,0244*1E
2:$33GGA,014055.00,4434.0334465,N,12316.4493472,W,2,13,1.0,51.937,M,,,0.86,0244*1C
