0
	002811.00	103731.116695	2279876.09743	4	48.027
	002812.00	103731.110876	2279876.09961	4	48.024
	002813.00	103731.115784	2279876.097	4	48.039
	002814.00	103731.118592	2279876.09617	4	48.037
	002815.00	103731.122748	2279876.08307	4	48.044
	002816.00	103731.119082	2279876.08188	4	48.051
	002817.00	103731.115262	2279876.08519	4	48.032
	002818.00	103731.121962	2279876.08436	4	48.044
	002819.00	103731.121244	2279876.08368	4	48.037
	002820.00	103731.123217	2279876.0856	4	48.045
	002821.00	103731.119975	2279876.08827	4	48.032
	002822.00	103731.127749	2279876.08311	4	48.034
	002823.00	103731.127713	2279876.08416	4	48.046
	002824.00	103731.124368	2279876.08445	4	48.050
	002825.00	103731.125645	2279876.08502	4	48.049
	002826.00	103731.132877	2279876.08487	4	48.056
	002827.00	103731.130002	2279876.08226	4	48.055
	002828.00	103731.127754	2279876.08297	4	48.046
	002829.00	103731.125199	2279876.08183	4	48.046
	002830.00	103731.127673	2279876.07992	4	48.064
	002831.00	103731.126152	2279876.08106	4	48.053
	002832.00	103731.123109	2279876.08334	4	48.058
	002833.00	103731.12301	2279876.08082	4	48.044
	002834.00	103731.127818	2279876.08112	4	48.053
	002835.00	103731.123041	2279876.08533	4	48.036
	002836.00	103731.122874	2279876.08479	4	48.041
	002837.00	103731.123966	2279876.08536	4	48.046
	002838.00	103731.120856	2279876.08419	4	48.041
	002839.00	103731.118734	2279876.08664	4	48.041
	002840.00	103731.117442	2279876.08646	4	48.044
	002841.00	103731.114653	2279876.08676	4	48.027
	002842.00	103731.115064	2279876.08558	4	48.027
	002843.00	103731.12597	2279876.08636	4	48.034
	002844.00	103731.11728	2279876.08579	4	48.032
	002845.00	103731.123113	2279876.08321	4	48.025
	002846.00	103731.119713	2279876.08508	4	48.024
	002847.00	103731.121023	2279876.08473	4	48.023
	002848.00	103731.126625	2279876.08346	4	48.029
	002849.00	103731.119537	2279876.08481	4	48.028
	002850.00	103731.125677	2279876.08409	4	48.027
	002851.00	103731.124761	2279876.0838	4	48.023
	002852.00	103731.123474	2279876.08349	4	48.033
	002853.00	103731.121596	2279876.08422	4	48.026
	002854.00	103731.125433	2279876.08581	4	48.020
	002855.00	103731.113732	2279876.0866	4	47.995
	002856.00	103731.113556	2279876.08633	4	48.001
	002857.00	103731.120554	2279876.0822	4	48.022
	002858.00	103731.113037	2279876.08525	4	48.008
	002859.00	103731.112116	2279876.08509	4	48.014
	002900.00	103731.108549	2279876.08642	4	48.000
	002901.00	103731.106843	2279876.08755	4	48.001
